FORD
tid attemp_tp tp 50lat 99lat
9 91158.2 75014.3 81.586 153.241
3 87582 72099.3 84.463 160.332
11 87289.2 71773.1 85.223 157.065
13 86118.2 70892 86.116 159.829
8 85967.7 70749.7 86.499 157.105
10 85663.3 70489.5 86.767 159.571
12 81482.7 67123.6 91.332 168.542
14 80715 66569.1 92.238 171.388
0 64506.7 53870.9 72.062 656.664
4 64472.2 53594.2 87.799 629.382
2 63693.4 53323 72.789 673.453
1.37266e+06 1.13158e+06 66.262 92.238 81.5712 128.714 673.453 247.768

FORD
tid attemp_tp tp 50lat 99lat
9 138799 116961 52.664 211.022
13 133689 112577 54.794 213.138
5 121781 102328 60.93 214.977
14 108156 90753.5 68.687 218.22
12 98170.8 82313.4 76.412 220.529
2 97965 82123.6 75.73 221.62
7 97640.8 81797.4 77.02 218.25
8 96835.5 81161.5 76.71 220.507
11 96270.7 80640.1 78.176 216.598
15 93006.1 77906.5 81.278 218.815
4 92398 77413.8 81.166 223.078
10 92113.2 77223.4 81.955 222.914
0 91465.8 76678.9 82.238 223.93
6 89059.6 74653.5 84.939 224.752
3 79654.5 67128.9 56.389 789.215
1 76176 64039.5 47.962 801.702
1.60318e+06 1.3457e+06 47.962 84.939 71.0656 211.022 801.702 291.204

FORD
tid attemp_tp tp 50lat 99lat
9 109283 92003.9 69.276 339.552
11 103787 87168.6 74.058 340.081
2 93350.6 78285.9 82.754 341.026
6 90054.8 75455.6 85.939 342.112
12 89727.8 75086 86.024 342.488
13 84892.6 71055.2 91.741 340.614
15 83638.6 69926.1 93.886 339.957
14 83067.2 69498.3 94.202 341.394
7 82505 68997.5 96.043 341.825
8 82211.9 68771.6 95.482 342.171
4 80926.5 67667.5 96.464 342.456
0 79736.9 66716.8 99.042 344.824
10 77336.9 64622.4 101.104 342.692
1 67449.9 56328.8 64.212 721.354
5 66254.7 55407.8 95.808 638.153
3 65573.7 55046.4 72.998 772.409
1.3398e+06 1.12204e+06 64.212 101.104 87.4396 339.552 772.409 410.819

